"regulator","gene_name","gene_id","effect","evidence","source","category","regulator_label","Use","regulator_id"
"Fur","purR","b1658","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","pyrC","b1062","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","rcnA","b2106","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","rcnB","b2107","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","rnpB","b3123","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","rpoS","b2741","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","ryhB","b4451","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sdhA","b0723","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sdhB","b0724","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sdhC","b0721","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sdhD","b0722","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sdhX","b4764","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sodA","b3908","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","soxR","b4063","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","soxS","b4062","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","stfQ","b1547","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sucA","b0726","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sucB","b0727","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sucC","b0728","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sucD","b0729","+","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufA","b1684","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufB","b1683","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufC","b1682","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufD","b1681","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufE","b1679","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","sufS","b1680","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","tfaQ","b1546","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","ybdZ","b4511","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","ygaC","b2671","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","yhhY","b3441","-","WEAK","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","yjjZ","b4567","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","zinT","b1973","+","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"Fur","zwf","b1852","-","STRONG","RegulonDB_TF","TF",NA,NA,"b0683"
"GadE","cyoA","b0432","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","cyoB","b0431","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","cyoC","b0430","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","cyoD","b0429","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","cyoE","b0428","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","fabZ","b0180","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","fliC","b1923","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","fliX","b4827","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadB","b1493","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadC","b1492","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadE","b3512","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadF","b4718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadW","b3515","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gadX","b3516","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gltB","b3212","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gltD","b3213","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gltF","b3214","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","gnd","b2029","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","hdeA","b3510","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","hdeB","b3509","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","hdeD","b3511","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","lpxA","b0181","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","lpxD","b0179","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","lrp","b0889","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","mdtE","b3513","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","mdtF","b3514","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","purA","b4177","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","rcsA","b1951","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","skp","b0178","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","yhiD","b3508","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","yhiM","b3491","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","yjbQ","b4056","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE","yjbR","b4057","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3512"
"GadE-RcsB","adiC","b4115","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","aslB","b3800","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","cadA","b4131","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","cadB","b4132","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","dctR","b3507","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","gadA","b3517","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","gadX","b3516","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","slp","b3506","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadE-RcsB","yhiM","b3491","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2217,b3512"
"GadW","dctR","b3507","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","gadE","b3512","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","gadF","b4718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","gadW","b3515","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","gadY","b4452","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","mdtE","b3513","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","mdtF","b3514","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadW","slp","b3506","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3515"
"GadX","amtB","b0451","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","asnB","b0674","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","btuB","b3966","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","cadA","b4131","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","cadB","b4132","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","dctR","b3507","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","dtpA","b1634","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadA","b3517","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadB","b1493","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadC","b1492","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadE","b3512","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadF","b4718","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadX","b3516","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","gadY","b4452","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","glnK","b0450","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","glsA","b0485","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","hdeD","b3511","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","hns","b1237","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","lon","b0439","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","mdtE","b3513","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","mdtF","b3514","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","murI","b3967","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","rpoS","b2741","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","slp","b3506","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","speG","b1584","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","uspE","b1333","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","ybaT","b0486","+","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","ydeM","b1497","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","ydeN","b1498","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GadX","ynfB","b1583","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3516"
"GalR","galP","b2943","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalR","galR","b2837","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalR","galS","b2151","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalR","mglA","b2149","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalR","mglB","b2150","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalR","mglC","b2148","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2837"
"GalS","galP","b2943","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GalS","galR","b2837","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GalS","galS","b2151","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GalS","mglA","b2149","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GalS","mglB","b2150","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GalS","mglC","b2148","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2151"
"GatR","gatA","b2094","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GatR","gatB","b2093","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GatR","gatC","b2092","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GatR","gatD","b2091","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GatR","gatY","b2096","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GatR","gatZ","b2095","-","STRONG","RegulonDB_TF","TF",NA,NA,"b4498"
"GcvA","gcvA","b2808","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2808"
"GcvA","gcvB","b4443","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2808"
"GlaR","gabD","b2661","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2664"
"GlaR","gabP","b2663","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2664"
"GlaR","gabT","b2662","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2664"
"GlaR","glaH","b2659","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2664"
"GlaR","lhgD","b2660","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2664"
"GlcC","glcA","b2975","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcB","b2976","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcC","b2980","-","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcD","b2979","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcE","b4468","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcF","b4467","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlcC","glcG","b2977","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2980"
"GlpR","glpA","b2241","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpB","b2242","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpC","b2243","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpD","b3426","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpF","b3927","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpK","b3926","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpQ","b2239","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpT","b2240","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlpR","glpX","b3925","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3423"
"GlrR","glmY","b4441","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GlrR","rpoE","b2573","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GlrR","rseA","b2572","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GlrR","rseB","b2571","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GlrR","rseC","b2570","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GlrR","rseD","b4725","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2554"
"GntR","eda","b1850","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","edd","b1851","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","gntK","b3437","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","gntT","b3415","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","gntU","b4476","-","STRONG","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","idnD","b4267","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","idnK","b4268","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","idnO","b4266","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","idnR","b4264","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","idnT","b4265","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","nfuA","b3414","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GntR","yhgH","b3413","-","WEAK","RegulonDB_TF","TF",NA,NA,"b3438"
"GutM","gutM","b2706","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","gutQ","b2708","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","srlA","b2702","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","srlB","b2704","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","srlD","b2705","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","srlE","b2703","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"GutM","srlR","b2707","+","STRONG","RegulonDB_TF","TF",NA,NA,"b2706"
"H-NS","acrE","b3265","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","acrF","b3266","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","adeD","b3665","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","adiA","b4117","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","adiY","b4116","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","alaU","b3276","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","alaV","b0203","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","appY","b0564","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","asr","b1597","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","bglB","b3721","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","bglF","b3722","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","bglG","b3723","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","bglJ","b4366","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","bolA","b0435","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cadA","b4131","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cadB","b4132","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cadC","b4133","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiA","b0039","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiB","b0038","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiC","b0037","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiD","b0036","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiE","b0035","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiF","b0034","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","caiT","b0040","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cas1","b2755","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cas2","b2754","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","casA","b2760","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","casB","b2759","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","casC","b2758","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","casD","b2757","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","casE","b2756","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","chiA","b3338","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cmoM","b0921","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","csgD","b1040","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","csgE","b1039","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","csgF","b1038","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","csgG","b1037","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","csiE","b2535","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cspA","b3556","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cspD","b0880","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cydA","b0733","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cydB","b0734","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysA","b2422","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysG","b3368","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysM","b2421","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysP","b2425","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysU","b2424","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","cysW","b2423","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","dctR","b3507","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","degP","b0161","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","dps","b0812","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","entF","b0586","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","evgA","b2369","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","evgS","b2370","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fau","b2912","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fepE","b0587","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fes","b0585","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimA","b4314","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimB","b4312","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimC","b4316","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimD","b4317","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimE","b4313","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimF","b4318","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimG","b4319","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimH","b4320","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fimI","b4315","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","flhC","b1891","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","flhD","b1892","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fliA","b1922","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fliC","b1923","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fliX","b4827","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","fliZ","b1921","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","ftnA","b1905","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gabD","b2661","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gabP","b2663","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gabT","b2662","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gadA","b3517","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gadE","b3512","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gadF","b4718","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gadW","b3515","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gadX","b3516","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","galE","b0759","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","galK","b0757","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","galM","b0756","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","galT","b0758","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","garK","b3124","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","garL","b3126","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","garP","b3127","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","garR","b3125","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","glaH","b2659","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gltT","b3969","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gltU","b3757","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gltW","b2590","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspA","b3323","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspB","b3322","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspC","b3324","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspD","b3325","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspE","b3326","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspF","b3327","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspG","b3328","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspH","b3329","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspI","b3330","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspJ","b3331","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspK","b3332","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspL","b3333","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspM","b3334","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gspO","b3335","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gutM","b2706","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","gutQ","b2708","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hchA","b1967","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hdeA","b3510","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hdeB","b3509","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hdeD","b3511","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hdfR","b4480","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hisJ","b2309","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hisM","b2307","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hisP","b2306","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hisQ","b2308","+","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","hns","b1237","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","ileU","b3277","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","ileV","b0202","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","ilvH","b0078","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","ilvI","b0077","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","lacA","b0342","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
"H-NS","lacY","b0343","-","STRONG","RegulonDB_TF","TF",NA,NA,"b1237"
