Start	End	Gene	Strand	Name	Parent	Product	Bnb	JWnb	ECKnb
706515	708179	CDS	D	glnS	glnS	glutamyl-tRNA synthetase	b0680	JW0666	ECK0668
708756	710162	CDS	D	ybfM	ybfM	predicted outer membrane porin	b0681	JW0667	ECK0669
710212	710538	CDS	D	ybfN	ybfN	predicted lipoprotein	b0682	JW0668	ECK0670
710622	711068	CDS	C	fur	fur	DNA-binding transcriptional dual regulator	b0683	JW0669	ECK0671
711357	711887	CDS	C	fldA	fldA	flavodoxin 1	b0684	JW0671	ECK0672
712027	712320	CDS	C	ybfE	ybfE	LexA regulated protein	b0685	JW5816	ECK0673
712460	713224	CDS	C	ybfF	ybfF	conserved hypothetical protein	b0686	JW0673	ECK0674
713409	713954	CDS	D	seqA	seqA	regulatory protein for replication initiation	b0687	JW0674	ECK0675
713980	715620	CDS	D	pgm	pgm	phosphoglucomutase	b0688	JW0675	ECK0676
715834	716328	CDS	D	ybfP	ybfP	hypothetical protein	b0689	JW0676	ECK0677
716369	716779	CDS	C	ybfG	ybfG	hypothetical protein	b0690	JW5094	ECK0678
716810	717019	CDS	C	ybfH	ybfH	hypothetical protein	b0691	JW5095	ECK0679
717368	718687	CDS	C	potE	potE	putrescine/proton symporter	b0692	JW0679	ECK0680
718684	720882	CDS	C	speF	speF	ornithine decarboxylase isozyme%2C inducible	b0693	JW0680	ECK0681
721478	722155	CDS	C	kdpE	kdpE	DNA-binding response regulator in two-component regulatory system with KdpD	b0694	JW5096	ECK0682
722152	724836	CDS	C	kdpD	kdpD	fused sensory histidine kinase in two-component regulatory system with KdpE	b0695	JW0683	ECK0683
724829	725401	CDS	C	kdpC	kdpC	potassium translocating ATPase%2C subunit C	b0696	JW0684	ECK0684
725410	727458	CDS	C	kdpB	kdpB	potassium translocating ATPase%2C subunit B	b0697	JW0685	ECK0685
727481	729154	CDS	C	kdpA	kdpA	potassium translocating ATPase%2C subunit A	b0698	JW0686	ECK0686
729154	729243	CDS	C	kdpF	kdpF	potassium ion accessory transporter subunit	b4513	JW0687	ECK0687
729556	729762	CDS	D	ybfA	ybfA	hypothetical protein	b0699	JW0688	ECK0688
730005	734198	CDS	D	rhsC	rhsC	rhsC element core protein RshC	b0700	JW0689	ECK0689
734198	734524	CDS	D	ybfB	ybfB	predicted inner membrane protein	b0702	JW0691	ECK0690
734642	736075	CDS	D	ybfO	ybfO	conserved hypothetical protein%2C rhs-like	b0703	JW0692	ECK0691
736072	736641	CDS	D	ybfC	ybfC	hypothetical protein	b0704	JW0693	ECK0692
736867	737121	CDS	D	ybfQ	ybfQ	predicted transposase	b4514	JW0694	ECK0693
737322	738383	CDS	D	ybfL	ybfL	ybfL	b0705	JW0695	ECK0694
738514	739275	CDS	D	ybfD	ybfD	conserved hypothetical protein	b0706	JW0696	ECK0695
739423	739932	CDS	D	ybgA	ybgA	conserved hypothetical protein	b0707	JW0697	ECK0696
739929	741347	CDS	D	phr	phr	deoxyribodipyrimidine photolyase%2C FAD-binding	b0708	JW0698	ECK0697
741497	742978	CDS	C	ybgH	ybgH	predicted transporter	b0709	JW0699	ECK0698
743249	743992	CDS	D	ybgI	ybgI	conserved metal-binding protein	b0710	JW0700	ECK0699
744015	744671	CDS	D	ybgJ	ybgJ	predicted enzyme subunit	b0711	JW0701	ECK0700
744665	745597	CDS	D	ybgK	ybgK	predicted enzyme subunit	b0712	JW0702	ECK0701
745587	746321	CDS	D	ybgL	ybgL	predicted lactam utilization protein	b0713	JW0703	ECK0702
746357	747148	CDS	D	nei	nei	endonuclease VIII	b0714	JW0704	ECK0703
747145	748191	CDS	C	abrB	abrB	predicted regulator	b0715	JW5097	ECK0704
748343	749404	CDS	C	ybgO	ybgO	predicted fimbrial-like adhesin protein	b0716	JW5098	ECK0705
749401	750129	CDS	C	ybgP	ybgP	predicted assembly protein	b0717	JW0707	ECK0706
750144	752591	CDS	C	ybgQ	ybgQ	predicted outer membrane protein	b0718	JW5099	ECK0707
752651	753217	CDS	C	ybgD	ybgD	predicted fimbrial-like adhesin protein	b0719	JW0709	ECK0708
753607	754890	CDS	C	gltA	gltA	citrate synthase	b0720	JW0710	ECK0709
755599	755988	CDS	D	sdhC	sdhC	succinate dehydrogenase%2C membrane subunit%2C binds cytochrome b556	b0721	JW0711	ECK0710
755982	756329	CDS	D	sdhD	sdhD	succinate dehydrogenase%2C membrane subunit%2C binds cytochrome b556	b0722	JW0712	ECK0711
756329	758095	CDS	D	sdhA	sdhA	succinate dehydrogenase%2C flavoprotein subunit	b0723	JW0713	ECK0712
758111	758827	CDS	D	sdhB	sdhB	succinate dehydrogenase%2C FeS subunit	b0724	JW0714	ECK0713
759128	761929	CDS	D	sucA	sucA	2-oxoglutarate decarboxylase%2C thiamin-requiring	b0726	JW0715	ECK0714
761944	763161	CDS	D	sucB	sucB	dihydrolipoyltranssuccinase	b0727	JW0716	ECK0715
763436	764602	CDS	D	sucC	sucC	succinyl-CoA synthetase%2C beta subunit	b0728	JW0717	ECK0716
764602	765471	CDS	D	sucD	sucD	succinyl-CoA synthetase%2C NAD(P)-binding%2C alpha subunit	b0729	JW0718	ECK0717
765575	766297	CDS	C	mngR	mngR	DNA-binding transcriptional dual regulator%2C fatty-acyl-binding	b0730	JW0719	ECK0718
766406	768382	CDS	D	mngA	mngA	fused 2-O-a-mannosyl-D-glycerate specific PTS enzyme IIABC components	b0731	JW0720	ECK0719
768400	771033	CDS	D	mngB	mngB	alpha-mannosidase	b0732	JW0721	ECK0720
771880	773448	CDS	D	cydA	cydA	cytochrome d terminal oxidase%2C subunit I	b0733	JW0722	ECK0721
773464	774603	CDS	D	cydB	cydB	cytochrome d terminal oxidase%2C subunit II	b0734	JW0723	ECK0722
774618	774731	CDS	D	ybgT	ybgT	conserved hypothetical protein	b4515	JW0724	ECK0723
774731	775024	CDS	D	ybgE	ybgE	conserved inner membrane protein	b0735	JW0725	ECK0724
775174	775578	CDS	D	ybgC	ybgC	predicted acyl-CoA thioesterase	b0736	JW0726	ECK0725
775575	776267	CDS	D	tolQ	tolQ	membrane spanning protein in TolA-TolQ-TolR complex	b0737	JW0727	ECK0726
776271	776699	CDS	D	tolR	tolR	membrane spanning protein in TolA-TolQ-TolR complex	b0738	JW0728	ECK0727
776764	778029	CDS	D	tolA	tolA	membrane anchored protein in TolA-TolQ-TolR complex	b0739	JW0729	ECK0728
778162	779454	CDS	D	tolB	tolB	periplasmic protein	b0740	JW5100	ECK0729
779489	780010	CDS	D	pal	pal	peptidoglycan-associated outer membrane lipoprotein	b0741	JW0731	ECK0730
780020	780811	CDS	D	ybgF	ybgF	hypothetical protein	b0742	JW0732	ECK0731
780976	781051	tRNA	D	lysT	lysT	lysT	b0743	JWR0018	ECK0732
781187	781262	tRNA	D	valT	valT	valT	b0744	JWR0019	ECK0733
781265	781340	tRNA	D	lysW	lysW	lysW	b0745	JWR0020	ECK0734
781490	781565	tRNA	D	valZ	valZ	valZ	b0746	JWR0021	ECK0735
781569	781644	tRNA	D	lysY	lysY	lysY	b0747	JWR0022	ECK0736
781791	781866	tRNA	D	lysZ	lysZ	lysZ	b0748	JWR0023	ECK0737
781999	782074	tRNA	D	lysQ	lysQ	lysQ	b0749	JWR0024	ECK0738
782507	783550	CDS	D	nadA	nadA	quinolinate synthase%2C subunit A	b0750	JW0733	ECK0739
783588	784307	CDS	D	pnuC	pnuC	predicted nicotinamide mononucleotide transporter	b0751	JW0734	ECK0740
784304	785245	CDS	C	zitB	zitB	zinc efflux system	b0752	JW0735	ECK0741
785359	785739	CDS	C	ybgS	ybgS	conserved hypothetical protein	b0753	JW0736	ECK0742
786055	787107	CDS	D	aroG	aroG	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C phenylalanine repressible	b0754	JW0737	ECK0743
787265	788017	CDS	C	gpmA	gpmA	phosphoglyceromutase 1	b0755	JW0738	ECK0744
788219	789259	CDS	C	galM	galM	galactose-1-epimerase	b0756	JW0739	ECK0745
789253	790401	CDS	C	galK	galK	galactokinase	b0757	JW0740	ECK0746
790405	791451	CDS	C	galT	galT	galactose-1-phosphate uridylyltransferase	b0758	JW0741	ECK0747
791461	792477	CDS	C	galE	galE	UDP-galactose-4-epimerase	b0759	JW0742	ECK0748
792738	794210	CDS	C	modF	modF	fused subunits of molybdate transporter and ATP-binding components of ABC superfamily	b0760	JW0743	ECK0749
794278	795066	CDS	C	modE	modE	DNA-binding transcriptional dual regulator	b0761	JW0744	ECK0750
795195	795344	CDS	D	ybhT	ybhT	hypothetical protein	b0762	JW5102	ECK0751
795511	796284	CDS	D	modA	modA	molybdate transporter subunit	b0763	JW0746	ECK0752
796284	796973	CDS	D	modB	modB	molybdate transporter subunit	b0764	JW0747	ECK0753
796976	798034	CDS	D	modC	modC	molybdate transporter subunit	b0765	JW0748	ECK0754
798035	798853	CDS	C	ybhA	ybhA	predicted hydrolase	b0766	JW0749	ECK0755
799008	800003	CDS	D	ybhE	ybhE	6-phosphogluconolactonase	b0767	JW0750	ECK0756
800044	801060	CDS	C	ybhD	ybhD	predicted DNA-binding transcriptional regulator	b0768	JW5896	ECK0757
801181	802233	CDS	D	ybhH	ybhH	conserved hypothetical protein	b0769	JW0752	ECK0758
802309	803742	CDS	D	ybhI	ybhI	predicted transporter	b0770	JW0753	ECK0759
803925	806186	CDS	D	ybhJ	ybhJ	predicted hydratase	b0771	JW5103	ECK0760
806420	807703	CDS	C	ybhC	ybhC	predicted pectinesterase	b0772	JW0755	ECK0761
807855	808331	CDS	C	ybhB	ybhB	predicted kinase inhibitor	b0773	JW0756	ECK0762
808390	809679	CDS	C	bioA	bioA	7%2C8-diaminopelargonic acid synthase%2C PLP-dependent	b0774	JW0757	ECK0763
809766	810806	CDS	D	bioB	bioB	biotin synthase	b0775	JW0758	ECK0764
810803	811957	CDS	D	bioF	bioF	8-amino-7-oxononanoate synthase	b0776	JW0759	ECK0765
811944	812699	CDS	D	bioC	bioC	predicted methltransferase%2C enzyme of biotin synthesis	b0777	JW0760	ECK0766
812692	813369	CDS	D	bioD	bioD	dethiobiotin synthetase	b0778	JW0761	ECK0767
813948	815969	CDS	D	uvrB	uvrB	excinulease of nucleotide excision repair%2C DNA damage recognition component	b0779	JW0762	ECK0768
816161	817069	CDS	C	ybhK	ybhK	predicted transferase with NAD(P)-binding Rossmann-fold domain	b0780	JW0763	ECK0769
817466	818455	CDS	D	moaA	moaA	molybdopterin biosynthesis protein A	b0781	JW0764	ECK0770
818477	818989	CDS	D	moaB	moaB	molybdopterin biosynthesis protein B	b0782	JW0765	ECK0771
818992	819477	CDS	D	moaC	moaC	molybdopterin biosynthesis%2C protein C	b0783	JW0766	ECK0772
819470	819715	CDS	D	moaD	moaD	molybdopterin synthase%2C small subunit	b0784	JW0767	ECK0773
819717	820169	CDS	D	moaE	moaE	molybdopterin synthase%2C large subunit	b0785	JW0768	ECK0774
820306	821010	CDS	D	ybhL	ybhL	predicted inner membrane protein	b0786	JW0769	ECK0775
821215	821928	CDS	D	ybhM	ybhM	conserved inner membrane protein	b0787	JW0770	ECK0776
821964	822920	CDS	C	ybhN	ybhN	conserved inner membrane protein	b0788	JW0771	ECK0777
822920	824161	CDS	C	ybhO	ybhO	cardiolipin synthase 2	b0789	JW0772	ECK0778
824158	824919	CDS	C	ybhP	ybhP	predicted DNase	b0790	JW0773	ECK0779
825052	825462	CDS	D	ybhQ	ybhQ	predicted inner membrane protein	b0791	JW0774	ECK0780
825424	826530	CDS	C	ybhR	ybhR	predicted transporter subunit	b0792	JW5803	ECK0781
826541	827674	CDS	C	ybhS	ybhS	predicted transporter subunit	b0793	JW0777	ECK0782
827667	829403	CDS	C	ybhF	ybhF	fused predicted transporter subunits and ATP-binding components of ABC superfamily	b0794	JW5104	ECK0783
829396	830394	CDS	C	ybhG	ybhG	predicted membrane fusion protein (MFP) component of efflux pump%2C membrane anchor	b0795	JW0779	ECK0784
830394	831065	CDS	C	ybiH	ybiH	predicted DNA-binding transcriptional regulator	b0796	JW0780	ECK0785
831294	832658	CDS	D	rhlE	rhlE	RNA helicase	b0797	JW0781	ECK0786
832890	833372	CDS	C	ybiA	ybiA	conserved hypothetical protein	b0798	JW0783	ECK0787
833492	835642	CDS	D	dinG	dinG	ATP-dependent DNA helicase	b0799	JW0784	ECK0788
835670	836632	CDS	D	ybiB	ybiB	predicted transferase/phosphorylase	b0800	JW0785	ECK0789
836773	837858	CDS	D	ybiC	ybiC	predicted dehydrogenase	b0801	JW0786	ECK0790
838087	838347	CDS	C	ybiJ	ybiJ	hypothetical protein	b0802	JW0787	ECK0791
838612	838878	CDS	C	ybiI	ybiI	conserved hypothetical protein	b0803	JW0788	ECK0792
838952	839629	CDS	C	ybiX	ybiX	conserved hypothetical protein	b0804	JW5105	ECK0793
839671	841953	CDS	C	fiu	fiu	predicted iron outer membrane transporter	b0805	JW0790	ECK0794
842218	842478	CDS	C	ybiM	ybiM	hypothetical protein	b0806	JW5106	ECK0795
842754	843680	CDS	D	ybiN	ybiN	predicted SAM-dependent methyltransferase	b0807	JW5107	ECK0796
843677	845902	CDS	C	ybiO	ybiO	predicted mechanosensitive channel	b0808	JW5108	ECK0797
846163	846885	CDS	C	glnQ	glnQ	glutamine transporter subunit	b0809	JW0794	ECK0798
846882	847541	CDS	C	glnP	glnP	glutamine transporter subunit	b0810	JW0795	ECK0799
847680	848426	CDS	C	glnH	glnH	glutamine transporter subunit	b0811	JW0796	ECK0800
848830	849333	CDS	C	dps	dps	Fe-binding and storage protein	b0812	JW0797	ECK0801
849632	850519	CDS	C	rhtA	rhtA	threonine and homoserine efflux system	b0813	JW0798	ECK0802
850872	851387	CDS	D	ompX	ompX	outer membrane protein	b0814	JW0799	ECK0803
851436	853019	CDS	C	ybiP	ybiP	predicted hydrolase%2C inner membrane	b0815	JW0800	ECK0804
853093	853362	CDS	D	yliL	yliL	hypothetical protein	b0816	JW5969	ECK0805
853374	853462	transcript	C	rybA	rybA	rybA	b4416	JWR0226	ECK0806
853605	854072	CDS	D	mntR	mntR	transcriptional regulator of mntH	b0817	JW0801	ECK0807
854069	855187	CDS	D	ybiR	ybiR	predicted transporter	b0818	JW0802	ECK0808
855246	856166	CDS	C	ybiS	ybiS	conserved hypothetical protein	b0819	JW0803	ECK0809
856385	857977	CDS	D	ybiT	ybiT	fused predicted transporter subunits and ATP-binding components of ABC superfamily	b0820	JW0804	ECK0810
858218	859483	CDS	C	ybiU	ybiU	hypothetical protein	b0821	JW0805	ECK0811
859635	860450	CDS	C	ybiV	ybiV	predicted hydrolase	b0822	JW0806	ECK0812
860596	863028	CDS	C	ybiW	ybiW	predicted pyruvate formate lyase	b0823	JW0807	ECK0813
863034	863960	CDS	C	ybiY	ybiY	predicted pyruvate formate lyase activating enzyme	b0824	JW0808	ECK0814
864064	864726	CDS	D	fsaA	fsaA	fructose-6-phosphate aldolase 1	b0825	JW5109	ECK0815
864802	865551	CDS	C	moeB	moeB	molybdopterin synthase sulfurylase	b0826	JW0810	ECK0816
865551	866786	CDS	C	moeA	moeA	molybdopterin biosynthesis protein	b0827	JW0811	ECK0817
866990	867955	CDS	D	iaaA	iaaA	L-asparaginase	b0828	JW0812	ECK0818
867975	869813	CDS	D	yliA	yliA	fused predicted peptide transport subunits and ATP-binding components of ABC superfamily	b0829	JW5897	ECK0819
869833	871371	CDS	D	yliB	yliB	predicted peptide transporter subunit	b0830	JW5111	ECK0820
871389	872309	CDS	D	yliC	yliC	predicted peptide transporter subunit	b0831	JW0815	ECK0821
872312	873223	CDS	D	yliD	yliD	predicted peptide transporter subunit	b0832	JW0816	ECK0822
873401	875749	CDS	D	yliE	yliE	conserved inner membrane protein	b0833	JW0817	ECK0823
875757	877085	CDS	D	yliF	yliF	predicted diguanylate cyclase	b0834	JW0818	ECK0824
877132	878457	CDS	C	yliG	yliG	predicted SAM-dependent methyltransferase	b0835	JW0819	ECK0825
878670	879053	CDS	D	yliH	yliH	conserved hypothetical protein	b0836	JW0820	ECK0826
879164	880279	CDS	D	yliI	yliI	predicted dehydrogenase	b0837	JW0821	ECK0827
880276	880902	CDS	C	yliJ	yliJ	predicted glutathione S-transferase	b0838	JW0822	ECK0828
881149	882351	CDS	D	dacC	dacC	D-alanyl-D-alanine carboxypeptidase	b0839	JW0823	ECK0829
882398	883156	CDS	C	deoR	deoR	DNA-binding transcriptional repressor	b0840	JW0824	ECK0830
883214	883810	CDS	C	ybjG	ybjG	undecaprenyl pyrophosphate phosphatase	b0841	JW5112	ECK0831
884095	885327	CDS	D	cmr	cmr	multidrug efflux system protein	b0842	JW0826	ECK0832
885368	885652	CDS	C	ybjH	ybjH	hypothetical protein	b0843	JW0827	ECK0833
885738	886553	CDS	C	ybjI	ybjI	conserved hypothetical protein	b0844	JW5113	ECK0834
886553	887761	CDS	C	ybjJ	ybjJ	predicted transporter	b0845	JW0829	ECK0835
887845	888381	CDS	D	ybjK	ybjK	predicted DNA-binding transcriptional regulator	b0846	JW5114	ECK0836
888398	888476	transcript	C	rybB	rybB	rybB	b4417	JWR0227	ECK0837
888556	890241	CDS	C	ybjL	ybjL	predicted transporter	b0847	JW0831	ECK0838
890511	890888	CDS	D	ybjM	ybjM	predicted inner membrane protein	b0848	JW0832	ECK0839
890918	891175	CDS	C	grxA	grxA	glutaredoxin 1%2C redox coenzyme for ribonucleotide reductase (RNR1a)	b0849	JW0833	ECK0840
891335	891622	CDS	D	ybjC	ybjC	predicted inner membrane protein	b0850	JW0834	ECK0841
891606	892328	CDS	D	nfsA	nfsA	nitroreductase A%2C NADPH-dependent%2C FMN-dependent	b0851	JW0835	ECK0842
892389	893291	CDS	D	rimK	rimK	ribosomal protein S6 modification protein	b0852	JW0836	ECK0843
893379	893855	CDS	D	ybjN	ybjN	predicted oxidoreductase	b0853	JW0837	ECK0844
894206	895318	CDS	D	potF	potF	putrescine transporter subunit	b0854	JW0838	ECK0845
895413	896546	CDS	D	potG	potG	putrescine transporter subunit	b0855	JW5818	ECK0846
896556	897509	CDS	D	potH	potH	putrescine transporter subunit	b0856	JW0840	ECK0847
897506	898351	CDS	D	potI	potI	putrescine transporter subunit	b0857	JW0841	ECK0848
898411	898899	CDS	D	ybjO	ybjO	predicted inner membrane protein	b0858	JW0842	ECK0849
898940	900067	CDS	D	rumB	rumB	23S rRNA m(5)U747 methyltransferase	b0859	JW0843	ECK0850
900266	900997	CDS	C	artJ	artJ	arginine transporter subunit	b0860	JW0844	ECK0851
901288	901956	CDS	C	artM	artM	arginine transporter subunit	b0861	JW0845	ECK0852
901956	902672	CDS	C	artQ	artQ	arginine transporter subunit	b0862	JW0846	ECK0853
902679	903410	CDS	C	artI	artI	arginine transporter subunit	b0863	JW0847	ECK0854
903428	904156	CDS	C	artP	artP	arginine transporter subunit	b0864	JW0848	ECK0855
904374	904889	CDS	C	ybjP	ybjP	predicted lipoprotein	b0865	JW0849	ECK0856
905015	905338	CDS	D	ybjQ	ybjQ	conserved hypothetical protein	b0866	JW0850	ECK0857
905335	906165	CDS	D	ybjR	ybjR	predicted amidase and lipoprotein	b0867	JW0851	ECK0858
906162	907175	CDS	C	ybjS	ybjS	predicted NAD(P)H oxidoreductase with NAD(P)-binding Rossmann-fold domain	b0868	JW5819	ECK0859
907274	908704	CDS	C	ybjT	ybjT	conserved hypothetical protein with NAD(P)-binding Rossmann-fold domain	b0869	JW5116	ECK0860
908715	909716	CDS	C	ltaE	ltaE	L-allo-threonine aldolase%2C PLP-dependent	b0870	JW0854	ECK0861
909753	911471	CDS	C	poxB	poxB	pyruvate dehydrogenase (pyruvate oxidase)%2C thiamin-dependent%2C FAD-binding	b0871	JW0855	ECK0862
911604	912572	CDS	C	hcr	hcr	HCP oxidoreductase%2C NADH-dependent	b0872	JW5117	ECK0863
912584	914236	CDS	C	hcp	hcp	hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases	b0873	JW0857	ECK0864
914380	915279	CDS	C	ybjE	ybjE	predicted transporter	b0874	JW0858	ECK0865
915774	916469	CDS	C	aqpZ	aqpZ	aquaporin	b0875	JW0859	ECK0866
916895	918553	CDS	D	ybjD	ybjD	conserved hypothetical protein with nucleoside triphosphate hydrolase domain	b0876	JW0860	ECK0867
918550	919542	CDS	C	ybjX	ybjX	conserved hypothetical protein	b0877	JW0861	ECK0868
919657	920772	CDS	D	macA	macA	macrolide transporter subunit%2C membrane fusion protein (MFP) component	b0878	JW0862	ECK0869
920769	922715	CDS	D	macB	macB	fused macrolide transporter subunits and ATP-binding component and membrane component of ABC superfamily	b0879	JW0863	ECK0870
922788	923012	CDS	C	cspD	cspD	cold shock protein homolog	b0880	JW0864	ECK0871
923335	923655	CDS	D	clpS	clpS	regulatory protein for ClpA substrate specificity	b0881	JW0865	ECK0872
923686	925962	CDS	D	clpA	clpA	ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease%2C chaperone activity	b0882	JW0866	ECK0873
926306	926393	tRNA	C	serW	serW	serW	b0883	JWR0025	ECK0874
926647	926865	CDS	C	infA	infA	translation initiation factor IF-1	b0884	JW0867	ECK0875
927150	927854	CDS	C	aat	aat	leucyl/phenylalanyl-tRNA-protein transferase	b0885	JW0868	ECK0876
927896	929617	CDS	C	cydC	cydC	fused cysteine transporter subunits and membrane component and ATP-binding component of ABC superfamily	b0886	JW0869	ECK0877
929618	931384	CDS	C	cydD	cydD	fused cysteine transporter subunits and membrane component and ATP-binding component of ABC superfamily	b0887	JW0870	ECK0878
931507	932472	CDS	C	trxB	trxB	thioredoxin reductase%2C FAD/NAD(P)-binding	b0888	JW0871	ECK0879
933017	933511	CDS	D	lrp	lrp	DNA-binding transcriptional dual regulator%2C leucine-binding	b0889	JW0872	ECK0880
933646	937635	CDS	D	ftsK	ftsK	DNA-binding membrane protein required for chromosome resolution and partitioning	b0890	JW0873	ECK0881
937791	938405	CDS	D	lolA	lolA	chaperone for lipoproteins	b0891	JW0874	ECK0882
938416	939759	CDS	D	ycaJ	ycaJ	recombination protein	b0892	JW0875	ECK0883
939850	941142	CDS	D	serS	serS	seryl-tRNA synthetase%2C also charges selenocysteinyl-tRNA with serine	b0893	JW0876	ECK0884
941381	943825	CDS	D	dmsA	dmsA	dimethyl sulfoxide reductase%2C anaerobic%2C subunit A	b0894	JW5118	ECK0885
943836	944453	CDS	D	dmsB	dmsB	dimethyl sulfoxide reductase%2C anaerobic%2C subunit B	b0895	JW0878	ECK0886
944455	945318	CDS	D	dmsC	dmsC	dimethyl sulfoxide reductase%2C anaerobic%2C subunit C	b0896	JW0879	ECK0887
945353	945979	CDS	C	ycaC	ycaC	predicted hydrolase	b0897	JW0880	ECK0888
946293	947441	CDS	D	ycaD	ycaD	predicted transporter	b0898	JW0881	ECK0889
947651	949081	CDS	D	ycaM	ycaM	predicted transporter	b0899	JW5119	ECK0890
949082	949990	CDS	C	ycaN	ycaN	predicted DNA-binding transcriptional regulator	b0900	JW0883	ECK0891
950090	950680	CDS	D	ycaK	ycaK	conserved hypothetical protein	b0901	JW0884	ECK0892
950762	951502	CDS	C	pflA	pflA	pyruvate formate lyase activating enzyme 1	b0902	JW0885	ECK0893
951694	953976	CDS	C	pflB	pflB	pyruvate formate lyase I	b0903	JW0886	ECK0894
954031	954888	CDS	C	focA	focA	formate transporter	b0904	JW0887	ECK0895
955294	957054	CDS	C	ycaO	ycaO	conserved hypothetical protein	b0905	JW0888	ECK0896
957184	957876	CDS	D	ycaP	ycaP	conserved inner membrane protein	b0906	JW0889	ECK0897
958075	959163	CDS	D	serC	serC	3-phosphoserine/phosphohydroxythreonine aminotransferase	b0907	JW0890	ECK0898
959234	960517	CDS	D	aroA	aroA	5-enolpyruvylshikimate-3-phosphate synthetase	b0908	JW0891	ECK0899
960686	961450	CDS	D	ycaL	ycaL	predicted peptidase with chaperone function	b0909	JW0892	ECK0900
961623	962306	CDS	D	cmk	cmk	cytidylate kinase	b0910	JW0893	ECK0901
962417	964090	CDS	D	rpsA	rpsA	30S ribosomal subunit protein S1	b0911	JW0894	ECK0902
964250	964534	CDS	D	ihfB	ihfB	integration host factor (IHF)%2C DNA-binding protein%2C beta subunit	b0912	JW0895	ECK0903
964742	967006	CDS	D	ycaI	ycaI	conserved inner membrane protein	b0913	JW5120	ECK0904
967043	968791	CDS	D	msbA	msbA	fused lipid transporter subunits and membrane component and ATP-binding component of ABC superfamily	b0914	JW0897	ECK0905
968788	969774	CDS	D	lpxK	lpxK	lipid A 4'kinase	b0915	JW0898	ECK0906
969811	971043	CDS	D	ycaQ	ycaQ	conserved hypothetical protein	b0916	JW0899	ECK0907
971095	971277	CDS	D	ycaR	ycaR	conserved hypothetical protein	b0917	JW0900	ECK0908
971274	972020	CDS	D	kdsB	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	b0918	JW0901	ECK0909
972174	973067	CDS	D	ycbJ	ycbJ	conserved hypothetical protein	b0919	JW0902	ECK0910
973044	973823	CDS	C	ycbC	ycbC	conserved inner membrane protein	b0920	JW0903	ECK0911
973959	974744	CDS	D	smtA	smtA	S-adenosylmethionine-dependent methyltransferase	b0921	JW0904	ECK0912
974741	976063	CDS	D	mukF	mukF	Involved in chromosome partioning%2C Ca2+ binding protein	b0922	JW0905	ECK0913
976071	976748	CDS	D	mukE	mukE	protein involved in chromosome partitioning	b0923	JW0906	ECK0914
976748	981208	CDS	D	mukB	mukB	fused chromosome partitioning proteins	b0924	JW0907	ECK0915
981469	983316	CDS	D	ycbB	ycbB	predicted carboxypeptidase	b0925	JW0908	ECK0916
983497	984045	CDS	D	ycbK	ycbK	conserved hypothetical protein	b0926	JW0909	ECK0917
984072	984719	CDS	D	ycbL	ycbL	predicted metal-binding enzyme	b0927	JW0910	ECK0918
984941	986131	CDS	C	aspC	aspC	aspartate aminotransferase%2C PLP-dependent	b0928	JW0911	ECK0919
986316	987404	CDS	C	ompF	ompF	outer membrane porin 1a (Ia%3Bb%3BF)	b0929	JW0912	ECK0920
988007	989407	CDS	C	asnS	asnS	asparaginyl tRNA synthetase	b0930	JW0913	ECK0921
989576	990778	CDS	C	pncB	pncB	nicotinate phosphoribosyltransferase	b0931	JW0914	ECK0922
991044	993656	CDS	D	pepN	pepN	aminopeptidase N	b0932	JW0915	ECK0923
993699	994466	CDS	C	ssuB	ssuB	alkanesulfonate transporter subunit	b0933	JW0916	ECK0924
994463	995254	CDS	C	ssuC	ssuC	alkanesulfonate transporter subunit	b0934	JW5121	ECK0925
995265	996410	CDS	C	ssuD	ssuD	alkanesulfonate monooxygenase%2C FMNH(2)-dependent	b0935	JW0918	ECK0926
996407	997366	CDS	C	ssuA	ssuA	alkanesulfonate transporter subunit	b0936	JW0919	ECK0927
997359	997934	CDS	C	ssuE	ssuE	NAD(P)H-dependent FMN reductase	b0937	JW0920	ECK0928
998290	998829	CDS	D	ycbQ	ycbQ	predicted fimbrial-like adhesin protein	b0938	JW5122	ECK0929
998912	999613	CDS	D	ycbR	ycbR	predicted periplasmic pilin chaperone	b0939	JW0922	ECK0930
999638	1002238	CDS	D	ycbS	ycbS	predicted outer membrane usher protein	b0940	JW0923	ECK0931
1002229	1003299	CDS	D	ycbT	ycbT	predicted fimbrial-like adhesin protein	b0941	JW0924	ECK0932
1003311	1003853	CDS	D	ycbU	ycbU	predicted fimbrial-like adhesin protein	b0942	JW0925	ECK0933
1003861	1004376	CDS	D	ycbV	ycbV	predicted fimbrial-like adhesin protein	b0943	JW5123	ECK0934
1004369	1005079	CDS	D	ycbF	ycbF	predicted periplasmic pilini chaperone	b0944	JW5124	ECK0935
1005190	1006200	CDS	D	pyrD	pyrD	dihydro-orotate oxidase%2C FMN-linked	b0945	JW0928	ECK0936
1006374	1006916	CDS	D	ycbW	ycbW	hypothetical protein	b0946	JW5125	ECK0937
